256 32896
230 173 -0.0025862069
230 174 0.0010526316
230 175 -0.0010714286
230 176 0.0027272727
230 177 0.00055555556
230 178 -0.0016981132
230 179 0.0023076923
230 180 0
230 181 -0.0024
230 182 0.0018367347
230 183 -0.000625
230 184 -0.0031914894
230 185 0.0013043478
230 186 -0.0013333333
230 187 0.0034090909
230 188 0.00069767442
230 189 -0.0021428571
230 190 0.0029268293
230 191 0
230 192 -0.0030769231
230 193 0.0023684211
230 194 -0.00081081081
230 195 -0.0041666667
230 196 0.0017142857
230 197 -0.0017647059
230 198 0.0045454545
230 199 0.0009375
230 200 -0.0029032258
230 201 0.004
230 202 0
230 203 -0.0042857143
230 204 0.0033333333
230 205 -0.0011538462
230 206 -0.006
230 207 0.0025
230 208 -0.0026086957
230 209 0.0068181818
230 210 0.0014285714
230 211 -0.0045
230 212 0.0063157895
230 213 0
230 214 -0.0070588235
230 215 0.005625
230 216 -0.002
230 217 -0.010714286
230 218 0.0046153846
230 219 -0.005
230 220 0.013636364
230 221 0.003
230 222 -0.01
230 223 0.015
230 224 0
230 225 -0.02
230 226 0.018
230 227 -0.0075
230 228 -0.05
230 229 0.03
230 230 10.25
231 0 -0.00064655172
231 1 0.00025974026
231 2 -0.00026086957
231 3 0.00065502183
231 4 0.00013157895
231 5 -0.00039647577
231 6 0.00053097345
231 7 0
231 8 -0.00053571429
231 9 0.00040358744
231 10 -0.00013513514
231 11 -0.00067873303
231 12 0.00027272727
231 13 -0.0002739726
231 14 0.00068807339
231 15 0.00013824885
231 16 -0.00041666667
231 17 0.00055813953
231 18 0
231 19 -0.00056338028
231 20 0.0004245283
231 21 -0.00014218009
231 22 -0.00071428571
231 23 0.00028708134
231 24 -0.00028846154
231 25 0.00072463768
231 26 0.00014563107
231 27 -0.00043902439
231 28 0.00058823529
231 29 0
231 30 -0.00059405941
231 31 0.00044776119
231 32 -0.00015
231 33 -0.00075376884
231 34 0.0003030303
231 35 -0.00030456853
231 36 0.00076530612
231 37 0.00015384615
231 38 -0.00046391753
231 39 0.00062176166
231 40 0
231 41 -0.00062827225
231 42 0.00047368421
231 43 -0.00015873016
231 44 -0.00079787234
231 45 0.00032085561
231 46 -0.00032258065
231 47 0.00081081081
231 48 0.00016304348
231 49 -0.00049180328
231 50 0.00065934066
231 51 0
231 52 -0.00066666667
231 53 0.0005027933
231 54 -0.00016853933
231 55 -0.00084745763
231 56 0.00034090909
231 57 -0.00034285714
231 58 0.00086206897
231 59 0.0001734104
231 60 -0.00052325581
231 61 0.00070175439
231 62 0
231 63 -0.00071005917
231 64 0.00053571429
231 65 -0.00017964072
231 66 -0.00090361446
231 67 0.00036363636
231 68 -0.00036585366
231 69 0.0009202454
231 70 0.00018518519
231 71 -0.00055900621
231 72 0.00075
231 73 0
231 74 -0.00075949367
231 75 0.00057324841
231 76 -0.00019230769
231 77 -0.00096774194
231 78 0.00038961039
231 79 -0.00039215686
231 80 0.00098684211
231 81 0.0001986755
231 82 -0.0006
231 83 0.00080536913
231 84 0
231 85 -0.00081632653
231 86 0.00061643836
231 87 -0.00020689655
231 88 -0.0010416667
231 89 0.00041958042
231 90 -0.00042253521
231 91 0.0010638298
231 92 0.00021428571
231 93 -0.00064748201
231 94 0.00086956522
231 95 0
231 96 -0.00088235294
231 97 0.00066666667
231 98 -0.0002238806
231 99 -0.0011278195
231 100 0.00045454545
231 101 -0.00045801527
231 102 0.0011538462
231 103 0.00023255814
231 104 -0.000703125
231 105 0.00094488189
231 106 0
231 107 -0.00096
231 108 0.00072580645
231 109 -0.00024390244
231 110 -0.0012295082
231 111 0.00049586777
231 112 -0.0005
231 113 0.0012605042
231 114 0.00025423729
231 115 -0.00076923077
231 116 0.0010344828
231 117 0
231 118 -0.0010526316
231 119 0.00079646018
231 120 -0.00026785714
231 121 -0.0013513514
231 122 0.00054545455
231 123 -0.00055045872
231 124 0.0013888889
231 125 0.00028037383
231 126 -0.0008490566
231 127 0.0011428571
231 128 0
231 129 -0.0011650485
231 130 0.00088235294
231 131 -0.0002970297
231 132 -0.0015
231 133 0.00060606061
231 134 -0.0006122449
231 135 0.0015463918
231 136 0.0003125
231 137 -0.00094736842
231 138 0.0012765957
231 139 0
231 140 -0.0013043478
231 141 0.00098901099
231 142 -0.00033333333
231 143 -0.0016853933
231 144 0.00068181818
231 145 -0.00068965517
231 146 0.001744186
231 147 0.00035294118
231 148 -0.0010714286
231 149 0.0014457831
231 150 0
231 151 -0.0014814815
231 152 0.001125
231 153 -0.00037974684
231 154 -0.0019230769
231 155 0.00077922078
231 156 -0.00078947368
231 157 0.002
231 158 0.00040540541
231 159 -0.0012328767
231 160 0.0016666667
231 161 0
231 162 -0.0017142857
231 163 0.0013043478
231 164 -0.00044117647
231 165 -0.002238806
231 166 0.00090909091
231 167 -0.00092307692
231 168 0.00234375
231 169 0.00047619048
231 170 -0.0014516129
231 171 0.0019672131
231 172 0
231 173 -0.0020338983
231 174 0.0015517241
231 175 -0.00052631579
231 176 -0.0026785714
231 177 0.0010909091
231 178 -0.0011111111
231 179 0.0028301887
231 180 0.00057692308
231 181 -0.0017647059
231 182 0.0024
231 183 0
231 184 -0.0025
231 185 0.0019148936
231 186 -0.00065217391
231 187 -0.0033333333
231 188 0.0013636364
231 189 -0.0013953488
231 190 0.0035714286
231 191 0.00073170732
231 192 -0.00225
231 193 0.0030769231
231 194 0
231 195 -0.0032432432
231 196 0.0025
231 197 -0.00085714286
231 198 -0.0044117647
231 199 0.0018181818
231 200 -0.001875
231 201 0.0048387097
231 202 0.001
231 203 -0.0031034483
231 204 0.0042857143
231 205 0
231 206 -0.0046153846
231 207 0.0036
231 208 -0.00125
231 209 -0.0065217391
231 210 0.0027272727
231 211 -0.0028571429
231 212 0.0075
231 213 0.0015789474
231 214 -0.005
231 215 0.0070588235
231 216 0
231 217 -0.008
231 218 0.0064285714
231 219 -0.0023076923
231 220 -0.0125
231 221 0.0054545455
231 222 -0.006
231 223 0.016666667
231 224 0.00375
231 225 -0.012857143
231 226 0.02
231 227 0
231 228 -0.03
231 229 0.03
231 230 -0.015
231 231 10.5
232 0 -0.00051502146
232 1 0.00038793103
232 2 -0.00012987013
232 3 -0.00065217391
232 4 0.00026200873
232 5 -0.00026315789
232 6 0.00066079295
232 7 0.00013274336
232 8 -0.0004
232 9 0.00053571429
232 10 0
232 11 -0.00054054054
232 12 0.00040723982
232 13 -0.00013636364
232 14 -0.00068493151
232 15 0.00027522936
232 16 -0.0002764977
232 17 0.00069444444
232 18 0.00013953488
232 19 -0.00042056075
232 20 0.00056338028
232 21 0
232 22 -0.00056872038
232 23 0.00042857143
232 24 -0.00014354067
232 25 -0.00072115385
232 26 0.00028985507
232 27 -0.00029126214
232 28 0.00073170732
232 29 0.00014705882
232 30 -0.00044334975
232 31 0.00059405941
232 32 0
232 33 -0.0006
232 34 0.00045226131
232 35 -0.00015151515
232 36 -0.00076142132
232 37 0.00030612245
232 38 -0.00030769231
232 39 0.00077319588
232 40 0.00015544041
232 41 -0.00046875
232 42 0.00062827225
232 43 0
232 44 -0.00063492063
232 45 0.0004787234
232 46 -0.00016042781
232 47 -0.00080645161
232 48 0.00032432432
232 49 -0.00032608696
232 50 0.00081967213
232 51 0.00016483516
232 52 -0.00049723757
232 53 0.00066666667
232 54 0
232 55 -0.0006741573
232 56 0.00050847458
232 57 -0.00017045455
232 58 -0.00085714286
232 59 0.00034482759
232 60 -0.00034682081
232 61 0.00087209302
232 62 0.0001754386
232 63 -0.00052941176
232 64 0.00071005917
232 65 0
232 66 -0.00071856287
232 67 0.00054216867
232 68 -0.00018181818
232 69 -0.00091463415
232 70 0.00036809816
232 71 -0.00037037037
232 72 0.00093167702
232 73 0.0001875
232 74 -0.00056603774
232 75 0.00075949367
232 76 0
232 77 -0.00076923077
232 78 0.00058064516
232 79 -0.00019480519
232 80 -0.00098039216
232 81 0.00039473684
232 82 -0.00039735099
232 83 0.001
232 84 0.00020134228
232 85 -0.00060810811
232 86 0.00081632653
232 87 0
232 88 -0.00082758621
232 89 0.000625
232 90 -0.00020979021
232 91 -0.001056338
232 92 0.00042553191
232 93 -0.00042857143
232 94 0.0010791367
232 95 0.0002173913
232 96 -0.00065693431
232 97 0.00088235294
232 98 0
232 99 -0.00089552239
232 100 0.00067669173
232 101 -0.00022727273
232 102 -0.0011450382
232 103 0.00046153846
232 104 -0.00046511628
232 105 0.001171875
232 106 0.00023622047
232 107 -0.00071428571
232 108 0.00096
232 109 0
232 110 -0.00097560976
232 111 0.00073770492
232 112 -0.00024793388
232 113 -0.00125
232 114 0.00050420168
232 115 -0.00050847458
232 116 0.0012820513
232 117 0.00025862069
232 118 -0.0007826087
232 119 0.0010526316
232 120 0
232 121 -0.0010714286
232 122 0.00081081081
232 123 -0.00027272727
232 124 -0.0013761468
232 125 0.00055555556
232 126 -0.00056074766
232 127 0.0014150943
232 128 0.00028571429
232 129 -0.00086538462
232 130 0.0011650485
232 131 0
232 132 -0.0011881188
232 133 0.0009
232 134 -0.0003030303
232 135 -0.0015306122
232 136 0.0006185567
232 137 -0.000625
232 138 0.0015789474
232 139 0.00031914894
232 140 -0.00096774194
232 141 0.0013043478
232 142 0
232 143 -0.0013333333
232 144 0.001011236
232 145 -0.00034090909
232 146 -0.0017241379
232 147 0.00069767442
232 148 -0.00070588235
232 149 0.0017857143
232 150 0.00036144578
232 151 -0.001097561
232 152 0.0014814815
232 153 0
232 154 -0.0015189873
232 155 0.0011538462
232 156 -0.00038961039
232 157 -0.0019736842
232 158 0.0008
232 159 -0.00081081081
232 160 0.0020547945
232 161 0.00041666667
232 162 -0.0012676056
232 163 0.0017142857
232 164 0
232 165 -0.0017647059
232 166 0.0013432836
232 167 -0.00045454545
232 168 -0.0023076923
232 169 0.0009375
232 170 -0.00095238095
232 171 0.0024193548
232 172 0.00049180328
232 173 -0.0015
232 174 0.0020338983
232 175 0
232 176 -0.0021052632
232 177 0.0016071429
232 178 -0.00054545455
232 179 -0.0027777778
232 180 0.0011320755
232 181 -0.0011538462
232 182 0.0029411765
232 183 0.0006
232 184 -0.0018367347
232 185 0.0025
232 186 0
232 187 -0.0026086957
232 188 0.002
232 189 -0.00068181818
232 190 -0.0034883721
232 191 0.0014285714
232 192 -0.0014634146
232 193 0.00375
232 194 0.00076923077
232 195 -0.0023684211
232 196 0.0032432432
232 197 0
232 198 -0.0034285714
232 199 0.0026470588
232 200 -0.00090909091
232 201 -0.0046875
232 202 0.0019354839
232 203 -0.002
232 204 0.0051724138
232 205 0.0010714286
232 206 -0.0033333333
232 207 0.0046153846
232 208 0
232 209 -0.005
232 210 0.0039130435
232 211 -0.0013636364
232 212 -0.0071428571
232 213 0.003
232 214 -0.0031578947
232 215 0.0083333333
232 216 0.0017647059
232 217 -0.005625
232 218 0.008
232 219 0
232 220 -0.0092307692
232 221 0.0075
232 222 -0.0027272727
232 223 -0.015
232 224 0.0066666667
232 225 -0.0075
232 226 0.021428571
232 227 0.005
232 228 -0.018
232 229 0.03
232 230 0
232 231 -0.06
232 232 10.75
233 0 -0.00038461538
233 1 0.00051502146
233 2 0
233 3 -0.00051948052
233 4 0.00039130435
233 5 -0.00013100437
233 6 -0.00065789474
233 7 0.00026431718
233 8 -0.00026548673
233 9 0.00066666667
233 10 0.00013392857
233 11 -0.00040358744
233 12 0.00054054054
233 13 0
233 14 -0.00054545455
233 15 0.0004109589
233 16 -0.00013761468
233 17 -0.00069124424
233 18 0.00027777778
233 19 -0.00027906977
233 20 0.00070093458
233 21 0.00014084507
233 22 -0.0004245283
233 23 0.00056872038
233 24 0
233 25 -0.00057416268
233 26 0.00043269231
233 27 -0.00014492754
233 28 -0.00072815534
233 29 0.00029268293
233 30 -0.00029411765
233 31 0.00073891626
233 32 0.00014851485
233 33 -0.00044776119
233 34 0.0006
233 35 0
233 36 -0.00060606061
233 37 0.00045685279
233 38 -0.00015306122
233 39 -0.00076923077
233 40 0.00030927835
233 41 -0.00031088083
233 42 0.00078125
233 43 0.00015706806
233 44 -0.00047368421
233 45 0.00063492063
233 46 0
233 47 -0.00064171123
233 48 0.00048387097
233 49 -0.00016216216
233 50 -0.00081521739
233 51 0.00032786885
233 52 -0.00032967033
233 53 0.00082872928
233 54 0.00016666667
233 55 -0.0005027933
233 56 0.0006741573
233 57 0
233 58 -0.00068181818
233 59 0.00051428571
233 60 -0.00017241379
233 61 -0.00086705202
233 62 0.00034883721
233 63 -0.00035087719
233 64 0.00088235294
233 65 0.00017751479
233 66 -0.00053571429
233 67 0.00071856287
233 68 0
233 69 -0.00072727273
233 70 0.00054878049
233 71 -0.00018404908
233 72 -0.00092592593
233 73 0.00037267081
233 74 -0.000375
233 75 0.00094339623
233 76 0.00018987342
233 77 -0.00057324841
233 78 0.00076923077
233 79 0
233 80 -0.00077922078
233 81 0.00058823529
233 82 -0.00019736842
233 83 -0.00099337748
233 84 0.0004
233 85 -0.00040268456
233 86 0.0010135135
233 87 0.00020408163
233 88 -0.00061643836
233 89 0.00082758621
233 90 0
233 91 -0.00083916084
233 92 0.00063380282
233 93 -0.00021276596
233 94 -0.0010714286
233 95 0.00043165468
233 96 -0.00043478261
233 97 0.0010948905
233 98 0.00022058824
233 99 -0.00066666667
233 100 0.00089552239
233 101 0
233 102 -0.00090909091
233 103 0.0006870229
233 104 -0.00023076923
233 105 -0.0011627907
233 106 0.00046875
233 107 -0.00047244094
233 108 0.0011904762
233 109 0.00024
233 110 -0.00072580645
233 111 0.00097560976
233 112 0
233 113 -0.00099173554
233 114 0.00075
233 115 -0.00025210084
233 116 -0.0012711864
233 117 0.00051282051
233 118 -0.00051724138
233 119 0.0013043478
233 120 0.00026315789
233 121 -0.00079646018
233 122 0.0010714286
233 123 0
233 124 -0.0010909091
233 125 0.00082568807
233 126 -0.00027777778
233 127 -0.0014018692
233 128 0.00056603774
233 129 -0.00057142857
233 130 0.0014423077
233 131 0.00029126214
233 132 -0.00088235294
233 133 0.0011881188
233 134 0
233 135 -0.0012121212
233 136 0.00091836735
233 137 -0.00030927835
233 138 -0.0015625
233 139 0.00063157895
233 140 -0.00063829787
233 141 0.0016129032
233 142 0.00032608696
233 143 -0.00098901099
233 144 0.0013333333
233 145 0
233 146 -0.0013636364
233 147 0.0010344828
233 148 -0.00034883721
233 149 -0.0017647059
233 150 0.00071428571
233 151 -0.00072289157
233 152 0.0018292683
233 153 0.00037037037
233 154 -0.001125
233 155 0.0015189873
233 156 0
233 157 -0.0015584416
233 158 0.0011842105
233 159 -0.0004
233 160 -0.002027027
233 161 0.00082191781
233 162 -0.00083333333
233 163 0.0021126761
233 164 0.00042857143
233 165 -0.0013043478
233 166 0.0017647059
233 167 0
233 168 -0.0018181818
233 169 0.0013846154
233 170 -0.00046875
233 171 -0.0023809524
233 172 0.00096774194
233 173 -0.00098360656
233 174 0.0025
233 175 0.00050847458
233 176 -0.0015517241
233 177 0.0021052632
233 178 0
233 179 -0.0021818182
233 180 0.0016666667
233 181 -0.00056603774
233 182 -0.0028846154
233 183 0.0011764706
233 184 -0.0012
233 185 0.0030612245
233 186 0.000625
233 187 -0.0019148936
233 188 0.0026086957
233 189 0
233 190 -0.0027272727
233 191 0.0020930233
233 192 -0.00071428571
233 193 -0.0036585366
233 194 0.0015
233 195 -0.0015384615
233 196 0.0039473684
233 197 0.00081081081
233 198 -0.0025
233 199 0.0034285714
233 200 0
233 201 -0.0036363636
233 202 0.0028125
233 203 -0.00096774194
233 204 -0.005
233 205 0.0020689655
233 206 -0.0021428571
233 207 0.0055555556
233 208 0.0011538462
233 209 -0.0036
233 210 0.005
233 211 0
233 212 -0.0054545455
233 213 0.0042857143
233 214 -0.0015
233 215 -0.0078947368
233 216 0.0033333333
233 217 -0.0035294118
233 218 0.009375
233 219 0.002
233 220 -0.0064285714
233 221 0.0092307692
233 222 0
233 223 -0.010909091
233 224 0.009
233 225 -0.0033333333
233 226 -0.01875
233 227 0.0085714286
233 228 -0.01
233 229 0.03
233 230 0.0075
233 231 -0.03
233 232 0.06
233 233 11
234 0 -0.00025531915
234 1 0.00064102564
234 2 0.00012875536
234 3 -0.00038793103
234 4 0.00051948052
234 5 0
234 6 -0.00052401747
234 7 0.00039473684
234 8 -0.00013215859
234 9 -0.00066371681
234 10 0.00026666667
234 11 -0.00026785714
234 12 0.00067264574
234 13 0.00013513514
234 14 -0.00040723982
234 15 0.00054545455
234 16 0
234 17 -0.00055045872
234 18 0.00041474654
234 19 -0.00013888889
234 20 -0.00069767442
234 21 0.00028037383
234 22 -0.00028169014
234 23 0.00070754717
234 24 0.00014218009
234 25 -0.00042857143
234 26 0.00057416268
234 27 0
234 28 -0.00057971014
234 29 0.0004368932
234 30 -0.00014634146
234 31 -0.00073529412
234 32 0.0002955665
234 33 -0.0002970297
234 34 0.00074626866
234 35 0.00015
234 36 -0.00045226131
234 37 0.00060606061
234 38 0
234 39 -0.0006122449
234 40 0.00046153846
234 41 -0.00015463918
234 42 -0.00077720207
234 43 0.0003125
234 44 -0.00031413613
234 45 0.00078947368
234 46 0.00015873016
234 47 -0.0004787234
234 48 0.00064171123
234 49 0
234 50 -0.00064864865
234 51 0.00048913043
234 52 -0.00016393443
234 53 -0.00082417582
234 54 0.00033149171
234 55 -0.00033333333
234 56 0.00083798883
234 57 0.00016853933
234 58 -0.00050847458
234 59 0.00068181818
234 60 0
234 61 -0.00068965517
234 62 0.00052023121
234 63 -0.0001744186
234 64 -0.00087719298
234 65 0.00035294118
234 66 -0.00035502959
234 67 0.00089285714
234 68 0.00017964072
234 69 -0.00054216867
234 70 0.00072727273
234 71 0
234 72 -0.00073619632
234 73 0.00055555556
234 74 -0.0001863354
234 75 -0.0009375
234 76 0.00037735849
234 77 -0.00037974684
234 78 0.00095541401
234 79 0.00019230769
234 80 -0.00058064516
234 81 0.00077922078
234 82 0
234 83 -0.00078947368
234 84 0.00059602649
234 85 -0.0002
234 86 -0.0010067114
234 87 0.00040540541
234 88 -0.00040816327
234 89 0.0010273973
234 90 0.00020689655
234 91 -0.000625
234 92 0.00083916084
234 93 0
234 94 -0.00085106383
234 95 0.00064285714
234 96 -0.00021582734
234 97 -0.0010869565
234 98 0.0004379562
234 99 -0.00044117647
234 100 0.0011111111
234 101 0.0002238806
234 102 -0.00067669173
234 103 0.00090909091
234 104 0
234 105 -0.00092307692
234 106 0.00069767442
234 107 -0.000234375
234 108 -0.0011811024
234 109 0.00047619048
234 110 -0.00048
234 111 0.0012096774
234 112 0.00024390244
234 113 -0.00073770492
234 114 0.00099173554
234 115 0
234 116 -0.0010084034
234 117 0.00076271186
234 118 -0.00025641026
234 119 -0.0012931034
234 120 0.00052173913
234 121 -0.00052631579
234 122 0.0013274336
234 123 0.00026785714
234 124 -0.00081081081
234 125 0.0010909091
234 126 0
234 127 -0.0011111111
234 128 0.0008411215
234 129 -0.00028301887
234 130 -0.0014285714
234 131 0.00057692308
234 132 -0.00058252427
234 133 0.0014705882
234 134 0.0002970297
234 135 -0.0009
234 136 0.0012121212
234 137 0
234 138 -0.0012371134
234 139 0.0009375
234 140 -0.00031578947
234 141 -0.0015957447
234 142 0.00064516129
234 143 -0.00065217391
234 144 0.0016483516
234 145 0.00033333333
234 146 -0.001011236
234 147 0.0013636364
234 148 0
234 149 -0.0013953488
234 150 0.0010588235
234 151 -0.00035714286
234 152 -0.0018072289
234 153 0.00073170732
234 154 -0.00074074074
234 155 0.001875
234 156 0.00037974684
234 157 -0.0011538462
234 158 0.0015584416
234 159 0
234 160 -0.0016
234 161 0.0012162162
234 162 -0.0004109589
234 163 -0.0020833333
234 164 0.00084507042
234 165 -0.00085714286
234 166 0.002173913
234 167 0.00044117647
234 168 -0.0013432836
234 169 0.0018181818
234 170 0
234 171 -0.001875
234 172 0.0014285714
234 173 -0.00048387097
234 174 -0.0024590164
234 175 0.001
234 176 -0.0010169492
234 177 0.0025862069
234 178 0.00052631579
234 179 -0.0016071429
234 180 0.0021818182
234 181 0
234 182 -0.0022641509
234 183 0.0017307692
234 184 -0.00058823529
234 185 -0.003
234 186 0.0012244898
234 187 -0.00125
234 188 0.0031914894
234 189 0.00065217391
234 190 -0.002
234 191 0.0027272727
234 192 0
234 193 -0.0028571429
234 194 0.002195122
234 195 -0.00075
234 196 -0.0038461538
234 197 0.0015789474
234 198 -0.0016216216
234 199 0.0041666667
234 200 0.00085714286
234 201 -0.0026470588
234 202 0.0036363636
234 203 0
234 204 -0.0038709677
234 205 0.003
234 206 -0.0010344828
234 207 -0.0053571429
234 208 0.0022222222
234 209 -0.0023076923
234 210 0.006
234 211 0.00125
234 212 -0.0039130435
234 213 0.0054545455
234 214 0
234 215 -0.006
234 216 0.0047368421
234 217 -0.0016666667
234 218 -0.0088235294
234 219 0.00375
234 220 -0.004
234 221 0.010714286
234 222 0.0023076923
234 223 -0.0075
234 224 0.010909091
234 225 0
234 226 -0.013333333
234 227 0.01125
234 228 -0.0042857143
234 229 -0.025
234 230 0.012
234 231 -0.015
234 232 0.05
234 233 0.015
234 234 8
235 0 -0.00012711864
235 1 -0.00063829787
235 2 0.00025641026
235 3 -0.00025751073
235 4 0.00064655172
235 5 0.00012987013
235 6 -0.00039130435
235 7 0.00052401747
235 8 0
235 9 -0.00052863436
235 10 0.00039823009
235 11 -0.00013333333
235 12 -0.00066964286
235 13 0.0002690583
235 14 -0.00027027027
235 15 0.00067873303
235 16 0.00013636364
235 17 -0.0004109589
235 18 0.00055045872
235 19 0
235 20 -0.00055555556
235 21 0.00041860465
235 22 -0.00014018692
235 23 -0.00070422535
235 24 0.00028301887
235 25 -0.00028436019
235 26 0.00071428571
235 27 0.00014354067
235 28 -0.00043269231
235 29 0.00057971014
235 30 0
235 31 -0.00058536585
235 32 0.00044117647
235 33 -0.00014778325
235 34 -0.00074257426
235 35 0.00029850746
235 36 -0.0003
235 37 0.00075376884
235 38 0.00015151515
235 39 -0.00045685279
235 40 0.0006122449
235 41 0
235 42 -0.0006185567
235 43 0.00046632124
235 44 -0.00015625
235 45 -0.00078534031
235 46 0.00031578947
235 47 -0.00031746032
235 48 0.00079787234
235 49 0.00016042781
235 50 -0.00048387097
235 51 0.00064864865
235 52 0
235 53 -0.0006557377
235 54 0.00049450549
235 55 -0.00016574586
235 56 -0.00083333333
235 57 0.00033519553
235 58 -0.00033707865
235 59 0.00084745763
235 60 0.00017045455
235 61 -0.00051428571
235 62 0.00068965517
235 63 0
235 64 -0.00069767442
235 65 0.00052631579
235 66 -0.00017647059
235 67 -0.00088757396
235 68 0.00035714286
235 69 -0.00035928144
235 70 0.00090361446
235 71 0.00018181818
235 72 -0.00054878049
235 73 0.00073619632
235 74 0
235 75 -0.00074534161
235 76 0.0005625
235 77 -0.00018867925
235 78 -0.00094936709
235 79 0.00038216561
235 80 -0.00038461538
235 81 0.00096774194
235 82 0.00019480519
235 83 -0.00058823529
235 84 0.00078947368
235 85 0
235 86 -0.0008
235 87 0.00060402685
235 88 -0.0002027027
235 89 -0.0010204082
235 90 0.0004109589
235 91 -0.0004137931
235 92 0.0010416667
235 93 0.00020979021
235 94 -0.00063380282
235 95 0.00085106383
235 96 0
235 97 -0.00086330935
235 98 0.00065217391
235 99 -0.0002189781
235 100 -0.0011029412
235 101 0.00044444444
235 102 -0.00044776119
235 103 0.0011278195
235 104 0.00022727273
235 105 -0.0006870229
235 106 0.00092307692
235 107 0
235 108 -0.0009375
235 109 0.00070866142
235 110 -0.00023809524
235 111 -0.0012
235 112 0.00048387097
235 113 -0.00048780488
235 114 0.0012295082
235 115 0.00024793388
235 116 -0.00075
235 117 0.0010084034
235 118 0
235 119 -0.001025641
235 120 0.00077586207
235 121 -0.00026086957
235 122 -0.0013157895
235 123 0.00053097345
235 124 -0.00053571429
235 125 0.0013513514
235 126 0.00027272727
235 127 -0.00082568807
235 128 0.0011111111
235 129 0
235 130 -0.0011320755
235 131 0.00085714286
235 132 -0.00028846154
235 133 -0.0014563107
235 134 0.00058823529
235 135 -0.00059405941
235 136 0.0015
235 137 0.0003030303
235 138 -0.00091836735
235 139 0.0012371134
235 140 0
235 141 -0.0012631579
235 142 0.00095744681
235 143 -0.00032258065
235 144 -0.0016304348
235 145 0.00065934066
235 146 -0.00066666667
235 147 0.0016853933
235 148 0.00034090909
235 149 -0.0010344828
235 150 0.0013953488
235 151 0
235 152 -0.0014285714
235 153 0.0010843373
235 154 -0.00036585366
235 155 -0.0018518519
235 156 0.00075
235 157 -0.00075949367
235 158 0.0019230769
235 159 0.00038961039
235 160 -0.0011842105
235 161 0.0016
235 162 0
235 163 -0.0016438356
235 164 0.00125
235 165 -0.00042253521
235 166 -0.0021428571
235 167 0.00086956522
235 168 -0.00088235294
235 169 0.002238806
235 170 0.00045454545
235 171 -0.0013846154
235 172 0.001875
235 173 0
235 174 -0.0019354839
235 175 0.0014754098
235 176 -0.0005
235 177 -0.0025423729
235 178 0.0010344828
235 179 -0.0010526316
235 180 0.0026785714
235 181 0.00054545455
235 182 -0.0016666667
235 183 0.0022641509
235 184 0
235 185 -0.0023529412
235 186 0.0018
235 187 -0.0006122449
235 188 -0.003125
235 189 0.0012765957
235 190 -0.0013043478
235 191 0.0033333333
235 192 0.00068181818
235 193 -0.0020930233
235 194 0.0028571429
235 195 0
235 196 -0.003
235 197 0.0023076923
235 198 -0.00078947368
235 199 -0.0040540541
235 200 0.0016666667
235 201 -0.0017142857
235 202 0.0044117647
235 203 0.00090909091
235 204 -0.0028125
235 205 0.0038709677
235 206 0
235 207 -0.004137931
235 208 0.0032142857
235 209 -0.0011111111
235 210 -0.0057692308
235 211 0.0024
235 212 -0.0025
235 213 0.0065217391
235 214 0.0013636364
235 215 -0.0042857143
235 216 0.006
235 217 0
235 218 -0.0066666667
235 219 0.0052941176
235 220 -0.001875
235 221 -0.01
235 222 0.0042857143
235 223 -0.0046153846
235 224 0.0125
235 225 0.0027272727
235 226 -0.009
235 227 0.013333333
235 228 0
235 229 -0.017142857
235 230 0.015
235 231 -0.006
235 232 -0.0375
235 233 0.02
235 234 -0.03
235 235 8.25
236 0 0
236 1 -0.00050847458
236 2 0.00038297872
236 3 -0.00012820513
236 4 -0.00064377682
236 5 0.00025862069
236 6 -0.00025974026
236 7 0.00065217391
236 8 0.00013100437
236 9 -0.00039473684
236 10 0.00052863436
236 11 0
236 12 -0.00053333333
236 13 0.00040178571
236 14 -0.00013452915
236 15 -0.00067567568
236 16 0.00027149321
236 17 -0.00027272727
236 18 0.00068493151
236 19 0.00013761468
236 20 -0.00041474654
236 21 0.00055555556
236 22 0
236 23 -0.00056074766
236 24 0.00042253521
236 25 -0.00014150943
236 26 -0.00071090047
236 27 0.00028571429
236 28 -0.00028708134
236 29 0.00072115385
236 30 0.00014492754
236 31 -0.0004368932
236 32 0.00058536585
236 33 0
236 34 -0.000591133
236 35 0.00044554455
236 36 -0.00014925373
236 37 -0.00075
236 38 0.00030150754
236 39 -0.0003030303
236 40 0.00076142132
236 41 0.00015306122
236 42 -0.00046153846
236 43 0.0006185567
236 44 0
236 45 -0.000625
236 46 0.00047120419
236 47 -0.00015789474
236 48 -0.00079365079
236 49 0.00031914894
236 50 -0.00032085561
236 51 0.00080645161
236 52 0.00016216216
236 53 -0.00048913043
236 54 0.0006557377
236 55 0
236 56 -0.00066298343
236 57 0.0005
236 58 -0.00016759777
236 59 -0.00084269663
236 60 0.00033898305
236 61 -0.00034090909
236 62 0.00085714286
236 63 0.00017241379
236 64 -0.00052023121
236 65 0.00069767442
236 66 0
236 67 -0.00070588235
236 68 0.00053254438
236 69 -0.00017857143
236 70 -0.00089820359
236 71 0.00036144578
236 72 -0.00036363636
236 73 0.00091463415
236 74 0.00018404908
236 75 -0.00055555556
236 76 0.00074534161
236 77 0
236 78 -0.00075471698
236 79 0.00056962025
236 80 -0.0001910828
236 81 -0.00096153846
